"Name_UID","Person_UID","Name_Type","Place_of_Birth","Date_of_Birth","Forename1","Forename2","Forename3","Forename4","Surname","Forename1_Metaphone","Forename2_Metaphone","Forename3_Metaphone","Forename4_Metaphone","Surname_Metaphone"
664,664,"P","SCOTLAND","1927-01-11","ALAN",NULL,NULL,NULL,"DEMPSTER","ALN","","","","TMPS"
665,665,"P","OXFORD","1963-01-07","DAVID","PAUL",NULL,NULL,"HAWKES","TFT","PL","","","HKS"
666,666,"P","BIRMINGHAM","1963-01-18","TREVOR","ANTHONY",NULL,NULL,"STORRIE","TRFR","AN0N","","","STR"
667,667,"P","W YORKSHIRE","1956-01-22","ALAN",NULL,NULL,NULL,"WILLIAMS","ALN","","","","WLMS"
668,668,"P","SOUTHPORT","1974-01-12","ROSLYN","SYLVIA",NULL,NULL,"HERON","RSLN","SLF","","","HRN"
669,669,"P","HALIFAX","1926-01-15","JACK",NULL,NULL,NULL,"PARROW","JK","","","","PR"
670,670,"P","BARNHOPE","1938-01-16","ALLAN",NULL,NULL,NULL,"SWEENY","ALN","","","","SWN"
671,671,"P","GOSPORT","1961-01-16","MICHAEL","RALPH",NULL,NULL,"COLLINS","MXL","RLF","","","KLNS"
672,672,"P","NEWCASTLE","1971-01-14","JOANNE","MARGARET",NULL,NULL,"HOLLAND","JN","MRKR","","","HLNT"
673,673,"P","GLASGOW","1968-01-31","JOHN",NULL,NULL,NULL,"THOMSON","JN","","","","0MSN"
674,674,"P","HUDDERSFIELD","1943-01-20","ANTHONY",NULL,NULL,NULL,"NICHOLLS","AN0N","","","","NXLS"
675,675,"P","HAYES MDDX","1939-01-01","JANET","MARY",NULL,NULL,"STEWART","JNT","MR","","","STWR"
676,676,"P","CO MEATH EIRE","1953-01-04","PATRICK","JOSEPH",NULL,NULL,"DICKIE","PTRK","JSF","","","TK"
677,677,"P","BELFAST","1969-01-28","DOMINIC","EDWARD",NULL,NULL,"FRYER","TMNK","ETWR","","","FRYR"
678,678,"P","HUNGARY","1932-01-27","JOHN","PAUL",NULL,NULL,"HUTCHINSON","JN","PL","","","HXNS"
679,679,"P","GERMANY","1950-01-22","NIGEL",NULL,NULL,NULL,"ZAND IRANI","NJL","","","","SNTR"
680,680,"P","CARDIFF","1944-01-22","RONALD","CHARLES",NULL,NULL,"KELLY","RNLT","KRLS","","","KL"
681,681,"P","LINCOLN","1970-01-22","KEVIN","GRAHAM",NULL,NULL,"LIZUAIN BLASCO","KFN","KRHM","","","LSNB"
682,682,"P","KENYA","1959-01-08","DEREK","EDWARD",NULL,NULL,"DA SILVA","TRK","ETWR","","","TSLF"
683,683,"P","WARRINGTON","1964-01-19","ELIZABETH","ANNE",NULL,NULL,"LAPHAM","ELSB","AN","","","LFM"
684,684,"P","NEWCASTLE/TY","1934-01-13","GEORGE",NULL,NULL,NULL,"STORER","JRJ","","","","STRR"
685,685,"P","RHODESIA","1951-01-28","NICHOLAS","MALCOLM",NULL,NULL,"STAPLES","NXLS","MLKL","","","STPL"
686,686,"P","COVENTRY","1934-01-29","DAVID",NULL,NULL,NULL,"CRUSHAM","TFT","","","","KRXM"
687,687,"P","BIRKENHEAD","1965-01-31","PAULINE","ELIZABETH",NULL,NULL,"YATES","PLN","ELSB","","","YTS"
688,688,"P","LONDON","1940-01-07","PAMELA","YVONNE",NULL,NULL,"FOSTER","PML","FN","","","FSTR"
689,689,"P","CHESHUNT HERTS","1973-01-31","DAVID","LEWIS","CHRISTOPHER",NULL,"HAMILTON","TFT","LWS","XRST","","HMLT"
690,690,"P","STROOD","1977-01-15","ROBERT","JOHN",NULL,NULL,"CARROLL","RBRT","JN","","","KRL"
691,691,"P","GLASGOW","1966-01-21","GERALD","PETER",NULL,NULL,"MIR","JRLT","PTR","","","MR"
692,692,"P","CARLISLE","1965-01-21","PAUL","GEORGE",NULL,NULL,"DODD","PL","JRJ","","","TT"
693,693,"P","STOURTON","1964-01-04","SHANE","PATRICK",NULL,NULL,"FRITH","XN","PTRK","","","FR0"
694,694,"P","ALLHALLOWS","1963-01-30","SHARRON","PEARL",NULL,NULL,"MCVAY","XRN","PRL","","","MKF"
695,695,"P","NOTTINGHAM","1967-01-21","STEPHEN",NULL,NULL,NULL,"SMALL","STFN","","","","SML"
696,696,"P","YSTRAD MYNAC","1928-01-01","WILLIAM","CHARLES",NULL,NULL,"NUTTALL","WLM","KRLS","","","NTL"
697,697,"P","NEWCASTLE","1959-01-10","MICHAEL","SAMUEL",NULL,NULL,"MARCELLA","MXL","SML","","","MRSL"
698,698,"P","KINGS LYNN","1972-01-23","MARK",NULL,NULL,NULL,"PARKER","MRK","","","","PRKR"
699,699,"P","LIVERPOOL","1945-01-07","WILLIAM",NULL,NULL,NULL,"TURNER","WLM","","","","TRNR"
700,700,"P","BIRMINGHAM","1966-01-23","STEVEN","MAURICE",NULL,NULL,"DUTHIE","STFN","MRS","","","T0"
701,701,"P","AMERICA","1955-01-27","PATRICA","JO",NULL,NULL,"DARLEY","PTRK","J","","","TRL"
702,702,"P","ASHFORD","1956-01-28","CAROL","ANNE",NULL,NULL,"WOODHOUSE","KRL","AN","","","WTHS"
703,703,"P","NEWPORT","1944-01-11","SANDRA","ROSEMARY",NULL,NULL,"HADDY","SNTR","RSMR","","","HT"
704,704,"P","BOLTON","1961-01-17","DAVID","MARTIN",NULL,NULL,"AVIS","TFT","MRTN","","","AFS"
705,705,"P","BRIDGEND","1956-01-16","STEPHEN",NULL,NULL,NULL,"WILSON","STFN","","","","WLSN"
706,706,"P","GLASGOW","1961-01-13","ROBERT","ALEXANDER","MURDO",NULL,"LOVERIDGE","RBRT","ALKS","MRT","","LFRJ"
707,707,"P","NIGERIA","1968-01-13","REGINA",NULL,NULL,NULL,"BHANJI","RJN","","","","BHNJ"
708,708,"P","LIBYA",NULL,"SAAD","MOHAMAD",NULL,NULL,"SAXENA","ST","MHMT","","","SKSN"
709,709,"P","BATH","1974-01-01","SARAH","JANE",NULL,NULL,"STEWART","SR","JN","","","STWR"
710,710,"P","IRVINE","1962-01-17","KENNETH",NULL,NULL,NULL,"STOWELL","KN0","","","","STWL"
711,711,"P",NULL,"1958-01-03","RONALD","GRAHAM",NULL,NULL,"LANG","RNLT","KRHM","","","LNK"
712,712,"P","AUSTRALIA","1964-01-07","CHRISTOPHER","PAUL",NULL,NULL,"HAGUE","XRST","PL","","","HK"
713,713,"P","LEEDS","1972-01-09","MARK",NULL,NULL,NULL,"MOHAMED","MRK","","","","MHMT"
714,714,"P","DARTFORD","1950-01-10","STEPHEN","JOHN",NULL,NULL,"NIXON","STFN","JN","","","NKSN"
715,715,"P","ACTON LONDON","1971-01-11","TERRY","STEPHEN",NULL,NULL,"JAMES","TR","STFN","","","JMS"
716,716,"P","ULEY","1970-01-04","LEE",NULL,NULL,NULL,"MCKAY","L","","","","MK"
717,717,"P","ST PANCRAS LONDON","1959-01-24","DOMINIC",NULL,NULL,NULL,"SONG","TMNK","","","","SNK"
718,718,"P","EDINBURGH","1975-01-03","JOHN","PAUL",NULL,NULL,"MAYHEW","JN","PL","","","MH"
719,719,"P","GLASGOW","1972-01-04","ALLAN","JAMES",NULL,NULL,"HOLGATE","ALN","JMS","","","HLKT"
720,720,"P","HAYWARDS HTH","1943-01-23","IAN","EDWARD",NULL,NULL,"BULL","IN","ETWR","","","BL"
721,721,"P","ABERDEEN","1957-01-23","DOMINIC",NULL,NULL,NULL,"ATHANASIS","TMNK","","","","A0NS"
722,722,"P","NOTTINGHAM","1969-01-09","CARL","GARY",NULL,NULL,"DOVE","KRL","KR","","","TF"
723,723,"P",NULL,"1940-01-20","GARTH","WILLIAM",NULL,NULL,"GOODE","KR0","WLM","","","KT"
724,724,"P","TIPPERARY","1930-01-25","JEREMIAH","FRANCIS",NULL,NULL,"ADAMS","JRM","FRNS","","","ATMS"
725,725,"P","BIRKENHEAD","1961-01-22","JACQUELINE","CHRISTINA",NULL,NULL,"WALSH","JKKL","XRST","","","WLX"
726,726,"P","LONDON","1960-01-10","FRANK",NULL,NULL,NULL,"HAJDAR","FRNK","","","","HJTR"
727,727,"P","ILKLEY","1957-01-28","GILLIAN","ELIZABETH",NULL,NULL,"ALI","JLN","ELSB","","","AL"
728,728,"P","KINGSBURY","1970-01-12","ZARINA",NULL,NULL,NULL,"KEANE","SRN","","","","KN"
729,729,"P","WAKEFIELD","1963-01-31","NIGEL",NULL,NULL,NULL,"YOUNG","NJL","","","","YNK"
730,730,"P","HULL","1966-01-24","ERIC",NULL,NULL,NULL,"GORDGE","ERK","","","","KRJ"
731,731,"P","CROYDON","1970-01-02","ANDREW","PETER",NULL,NULL,"HATCH","ANTR","PTR","","","HX"
732,732,"P","CHELSEA","1952-01-07","STEPHEN","HENRY",NULL,NULL,"CALLAGHAN","STFN","HNR","","","KLKN"
733,733,"P","GLASGOW","1929-01-31","ROBERT",NULL,NULL,NULL,"ASHCROFT","RBRT","","","","AXKR"
734,734,"P","NORTH SHIELDS","1979-01-18","KARL","ALEXANDER",NULL,NULL,"COX","KRL","ALKS","","","KKS"
735,735,"P","GLASGOW","1946-01-03","JANET",NULL,NULL,NULL,"FITZGERALD","JNT","","","","FTSJ"
736,736,"P","WALLASEY","1962-01-05","DAVID","JOHN",NULL,NULL,"ADAMS","TFT","JN","","","ATMS"
737,737,"P","SOUTH WALES","1957-01-02","THOMAS","MALLORY",NULL,NULL,"CLARK","0MS","MLR","","","KLRK"
738,738,"P","YORKS","1953-01-03","PAUL",NULL,NULL,NULL,"BRIDGE","PL","","","","BRJ"
739,739,"P","INVERNESS","1969-01-09","ALAN","THOMAS",NULL,NULL,"WALKER","ALN","0MS","","","WLKR"
740,740,"P","CARDIFF","1961-01-22","GARY","BERNARD",NULL,NULL,"WHITTINGTON","KR","BRNR","","","WTNK"
741,741,"P","SWITZERLAND","1970-01-24","PATRICIA",NULL,NULL,NULL,"LINDIE","PTRX","","","","LNT"
742,742,"P","LONDON","1969-01-24","MAURICE","RUPERT",NULL,NULL,"O'DEE","MRS","RPRT","","","OT"
743,743,"P","BANBURY","1954-01-10","BRYAN","JOHN",NULL,NULL,"LOWER","BRYN","JN","","","LWR"
744,744,"P","PAKISTAN","1970-01-07","SHAFQUAT",NULL,NULL,NULL,"RIELLY","XFKT","","","","RL"
745,745,"P","NORTH HANTS","1967-01-28","LANCE","MAURICE",NULL,NULL,"COLLINS","LNS","MRS","","","KLNS"
746,746,"P","MANCHESTER","1942-01-01","ROY",NULL,NULL,NULL,"MCGHEE","R","","","","MKK"
747,747,"P","CHATHAM","1932-01-19","ARTHUR","JOHN",NULL,NULL,"HOOK","AR0R","JN","","","HK"
748,748,"P","MADERIRA","1950-01-20","ASSIS","DE","JESUS",NULL,"DIFFER","ASS","T","JSS","","TFR"
749,749,"P","SOUTHBOROUGH","1948-01-16","TERRY",NULL,NULL,NULL,"JONES","TR","","","","JNS"
750,750,"P","LEAMINGTON","1963-01-07","RICHARD",NULL,NULL,NULL,"BARBER","RXRT","","","","BRBR"
751,751,"P","BANGLADESH","1972-01-16","ABDUL",NULL,NULL,NULL,"BOOTH","ABTL","","","","B0"
752,752,"P","MANCHESTER","1961-01-12","MICHAEL",NULL,NULL,NULL,"TKACZ","MXL","","","","TKKS"
753,753,"P","PAKISTAN","1974-01-22","MOHAMMED","RAFIQ",NULL,NULL,"RAE","MHMT","RFK","","","R"
754,754,"P","STOKE ON TRENT","1975-01-29","STEVEN","ALAN",NULL,NULL,"WRIGHT","STFN","ALN","","","RT"
755,755,"P","DERBY 30","1973-01-18","DALE","MORGAN",NULL,NULL,"ELLIS","TL","MRKN","","","ELS"
756,756,"P","GATESHEAD","1938-01-07","THOMAS",NULL,NULL,NULL,"MEHNERT","0MS","","","","MNRT"
757,757,"P","CLEETHORPES","1966-01-27","SHAUN",NULL,NULL,NULL,"STOPPERTON","XN","","","","STPR"
758,758,"P","HOWDEN","1943-01-08","JOHN",NULL,NULL,NULL,"DUCK","JN","","","","TK"
759,759,"P","PONTEFRACT","1969-01-10","NEIL",NULL,NULL,NULL,"BULLINGHAM","NL","","","","BLNK"
760,760,"P","ROTHERHAM","1960-01-23","PAUL",NULL,NULL,NULL,"BORLEY","PL","","","","BRL"
761,761,"P","DUBLIN","1935-01-18","EMILY",NULL,NULL,NULL,"SMITH","EML","","","","SM0"
762,762,"P","BISHOP AUCK","1969-01-02","PETER",NULL,NULL,NULL,"SMITH","PTR","","","","SM0"
763,763,"P","BELLSHILL","1976-01-20","STUART","JAMES",NULL,NULL,"BROOKES","STRT","JMS","","","BRKS"
764,764,"P","KIDBROOK","1953-01-09","STEPHEN","JOHN",NULL,NULL,"SMITH","STFN","JN","","","SM0"
765,765,"P","FULHAM LDN","1946-01-20","SANDRA","DOROTHY",NULL,NULL,"REYNOLDS","SNTR","TR0","","","RNLT"
766,766,"P","LIVERPOOL","1969-01-10","LEE","GORDON",NULL,NULL,"FORMSTON","L","KRTN","","","FRMS"
767,767,"P","SUTTON COLDFIELD","1977-01-01","DARREN",NULL,NULL,NULL,"KINLOCH","TRN","","","","KNLX"
768,768,"P","INDIA","1944-01-29","SNEH",NULL,NULL,NULL,"LABAN","SN","","","","LBN"
769,769,"P","PONTEFRACT","1974-01-13","SANDRA","SHARON",NULL,NULL,"JONES","SNTR","XRN","","","JNS"
770,770,"P","MANCHESTER","1952-01-20","CAROL","MARGARET",NULL,NULL,"JONES","KRL","MRKR","","","JNS"
771,771,"P","CROSSHOUSE","1963-01-17","ALEXANDER","MCCANDLESS",NULL,NULL,"TURNER","ALKS","MKKN","","","TRNR"
772,772,"P","PADDINGTON","1957-01-18","PAUL",NULL,NULL,NULL,"JONES","PL","","","","JNS"
773,773,"P","LEEDS","1961-01-09","CARL","ANDRE",NULL,NULL,"KHAN","KRL","ANTR","","","KHN"
774,774,"P","BROAD CLYST","1958-01-03","CHRISTOPHER","JOHN",NULL,NULL,"JOHNSTON","XRST","JN","","","JNST"
775,775,"P","BIRMINGHAM","1973-01-14","JEREMY","NIGEL",NULL,NULL,"TINSLEY","JRM","NJL","","","TNSL"
776,776,"P","MOUNTAIN ASH","1965-01-19","GERRY","ANDREW",NULL,NULL,"FERGUSON","JR","ANTR","","","FRKS"
777,777,"P","VALE/LEVEN","1948-01-06","JOHN",NULL,NULL,NULL,"BAKER","JN","","","","BKR"
778,778,"P",NULL,NULL,"EDWARD","WHITTAKE",NULL,NULL,"DRUMMOND","ETWR","WTK","","","TRMN"
779,779,"P","MEXBOROUGH","1971-01-05","COLIN",NULL,NULL,NULL,"VALJI","KLN","","","","FLJ"
780,780,"P","LOUTH","1967-01-25","NICHOLAS","SIMON",NULL,NULL,"CUTHBERT","NXLS","SMN","","","K0BR"
781,781,"P","OLDHAM LANCS","1957-01-09","NICHOLAS","DAVID","ALEXANDER",NULL,"GIBB","NXLS","TFT","ALKS","","JB"
782,782,"P","DORKING","1916-01-06","WILLIAM","CHARLES",NULL,NULL,"OSMAN","WLM","KRLS","","","OSMN"
783,783,"P","CLEVEDON","1957-01-01","TERRANCE","JOHN",NULL,NULL,"DEACON","TRNS","JN","","","TKN"
784,784,"P","CHESTER","1969-01-17","DAVID",NULL,NULL,NULL,"HARKUS","TFT","","","","HRKS"
785,785,"P","MANCHESTER","1958-01-26","JOHN","STANLEY",NULL,NULL,"COLLARD","JN","STNL","","","KLRT"
786,786,"P","MIDDLESTOWN","1933-01-28","BRIAN",NULL,NULL,NULL,"CORBIN","BRN","","","","KRBN"
787,787,"P","W PAKISTAN","1949-01-27","ZAHEER","UU-DAN",NULL,NULL,"ELLIS","SHR","UTN","","","ELS"
788,788,"P","LIVERPOOL","1959-01-08","MARK",NULL,NULL,NULL,"ALLDERSEA","MRK","","","","ALTR"
789,789,"P","ST ANDREWS","1970-01-17","DAVID","BRYMER",NULL,NULL,"EDWARDS","TFT","BRMR","","","ETWR"
790,790,"P","SOUTHAMPTON","1941-01-26","JOYCE","MARY",NULL,NULL,"ARKELL","JS","MR","","","ARKL"
791,791,"P","PERTH","1958-01-17","HARRY","JOSEPH",NULL,NULL,"PHILLIPSON","HR","JSF","","","FLPS"
792,792,"P","LANCASTER","1929-01-31","HENRY","THOMAS",NULL,NULL,"HUGHES","HNR","0MS","","","HKS"
793,793,"P","LIVERPOOL","1968-01-20","KAREN",NULL,NULL,NULL,"CRAWFORD","KRN","","","","KRFR"
794,794,"P","MANCHESTER","1975-01-21","JAMES",NULL,NULL,NULL,"MORAN","JMS","","","","MRN"
795,795,"P","MANCHESTER","1938-01-23","PETER",NULL,NULL,NULL,"HEYWOOD","PTR","","","","HWT"
796,796,"P","BIRKENHEAD","1927-01-12","JAMES","LAWRENCE",NULL,NULL,"THORNHILL","JMS","LRNS","","","0RNH"
797,797,"P","LIVERPOOL","1958-01-20","DAVID","STEPHEN",NULL,NULL,"CHIDGEY","TFT","STFN","","","KJ"
798,798,"P","BURTON/TRENT","1941-01-27","ANTHONY","RAYMOND",NULL,NULL,"MCWHINNIE","AN0N","RMNT","","","MKHN"
799,799,"P","WORKSOP","1972-01-14","LEE",NULL,NULL,NULL,"TYLER","L","","","","TLR"
800,800,"P","TAPLOW","1964-01-02","GREGORY",NULL,NULL,NULL,"CAYZER","KRKR","","","","KSR"
801,801,"P","LONDON","1960-01-21","VASOULLA",NULL,NULL,NULL,"BOYD","FSL","","","","BT"
802,802,"P","SCOTLAND","1951-01-05","MARGARET","MCFARLANE",NULL,NULL,"SAVEALL","MRKR","MKFR","","","SFL"
803,803,"P","LONDON","1966-01-04","GARY",NULL,NULL,NULL,"GORTON","KR","","","","KRTN"
804,804,"P","CIRENCESTER","1956-01-16","ANTONIO",NULL,NULL,NULL,"BOBER","ANTN","","","","BBR"
805,805,"P","NEATH","1957-01-17","RICHARD","JOHN",NULL,NULL,"SUMMERFIELD","RXRT","JN","","","SMRF"
806,806,"P","SWANSEA","1958-01-19","CAROL","EMILY",NULL,NULL,"TWEMLOW","KRL","EML","","","TWML"
807,807,"P","GLASGOW","1973-01-15","IAN",NULL,NULL,NULL,"KRIEK","IN","","","","KRK"
808,808,"P","LUDCHURCH","1953-01-09","WILLIAM","AUSLIN",NULL,NULL,"GAUHER","WLM","ASLN","","","KHR"
809,809,"P",NULL,"1973-01-28","JASON",NULL,NULL,NULL,"PICKNETT","JSN","","","","PKNT"
810,810,"P","NORWICH","1961-01-31","TIMOTHY","JOHN",NULL,NULL,"HORTON","TM0","JN","","","HRTN"
811,811,"P","BERLIN","1962-01-12","MARCIA","DALE",NULL,NULL,"GREY","MRX","TL","","","KR"
812,812,"P","BIRMINGHAM","1958-01-04","RAYMOND","DENNIS",NULL,NULL,"OBBARD","RMNT","TNS","","","OBRT"
813,813,"P",NULL,"1964-01-14","GARY",NULL,NULL,NULL,"THOMAS","KR","","","","0MS"
814,814,"P","BLACKROCK","1957-01-11","MARIAN","ANN",NULL,NULL,"MCBURNIE","MRN","AN","","","MKBR"
815,815,"P","BILLINGE","1974-01-20","JOANNE",NULL,NULL,NULL,"CHUGHTAI","JN","","","","KT"
816,816,"P","KINGSTON SY","1931-01-14","LEONARD",NULL,NULL,NULL,"CARTER","LNRT","","","","KRTR"
817,817,"P","HACKNEY LDN","1968-01-12","PHILIP",NULL,NULL,NULL,"GOUNDIS","FLP","","","","KNTS"
818,818,"P","BISHOP AUCK","1963-01-28","DAWN",NULL,NULL,NULL,"BURT","TN","","","","BRT"
819,819,"P","WORKSOP","1970-01-19","DARREN","VICTOR",NULL,NULL,"ROWAN","TRN","FKTR","","","RWN"
820,820,"P","NEWPORT GWNT","1955-01-27","SALLY","ANN",NULL,NULL,"WARREN","SL","AN","","","WRN"
821,821,"P","LONDON","1957-01-02","GILLIAN","ANNE",NULL,NULL,"BROOK","JLN","AN","","","BRK"
822,822,"P","NEWCASTLE","1954-01-07","PHILLIP","ADRIAN",NULL,NULL,"ELLIOT","FLP","ATRN","","","ELT"
823,823,"P","TAUNTON","1959-01-28","PHILLIP","JOHN",NULL,NULL,"NORMAN","FLP","JN","","","NRMN"
824,824,"P","OLDHAM LANCS","1971-01-13","MOHAMMED","QASIR",NULL,NULL,"MOORE","MHMT","KSR","","","MR"
825,825,"P","TENTERDEN","1956-01-26","PETER","ALFRED",NULL,NULL,"WARREN","PTR","ALFR","","","WRN"
826,826,"P","AYR","1956-01-06","KIM","CHRISTOPHER","GORDON",NULL,"BEALES","KM","XRST","KRTN","","BLS"
827,827,"P","GREENOCK","1965-01-06","JOHN",NULL,NULL,NULL,"KEOGH","JN","","","","K"
828,828,"P","CARDIFF","1955-01-04","TERRENCE","ALBERT",NULL,NULL,"WATTS","TRNS","ALBR","","","WTS"
829,829,"P","GUERNSEY CHAN IS","1975-01-11","DENZIL","CHARLES",NULL,NULL,"STEPHEN","TNSL","KRLS","","","STFN"
830,830,"P","LITTLEHAMPTN","1963-01-05","JANET","MARY",NULL,NULL,"KNIGHT","JNT","MR","","","NT"
831,831,"P","BOLTON LANCS","1956-01-08","COLLETTE",NULL,NULL,NULL,"BARTON","KLT","","","","BRTN"
832,832,"P","COVENTRY","1942-01-20","FRANCES","JOAN",NULL,NULL,"GREEN","FRNS","JN","","","KRN"
833,833,"P","LEEDS","1959-01-08","RAYMOND",NULL,NULL,NULL,"TUDOR","RMNT","","","","TTR"
834,834,"P","READING","1966-01-29","MICHAEL","JOHN",NULL,NULL,"HANMORE","MXL","JN","","","HNMR"
835,835,"P","ST HELENS","1961-01-25","IAN",NULL,NULL,NULL,"MARTIN","IN","","","","MRTN"
836,836,"P","LEWISHAM","1967-01-05","ANDREW","MICHAEL",NULL,NULL,"LAW","ANTR","MXL","","","L"
837,837,"P","BRISTOL","1969-01-26","MARTIN","JOHN",NULL,NULL,"HARDING","MRTN","JN","","","HRTN"
838,838,"P","BURNLEY","1962-01-25","MARGARET",NULL,NULL,NULL,"FEARON","MRKR","","","","FRN"
839,839,"P","YEOVIL","1930-01-24","DESMOND","BRYAN",NULL,NULL,"MILLWARD","TSMN","BRYN","","","MLWR"
840,840,"P","BELFAST","1952-01-02","JOHN","BENEDICT",NULL,NULL,"OLIVER","JN","BNTK","","","OLFR"
841,841,"P","BRIDGWATER","1961-01-11","SHAUN","BERNARD",NULL,NULL,"REYNOLDS","XN","BRNR","","","RNLT"
842,842,"P","LONDON","1954-01-22","PHILIP",NULL,NULL,NULL,"CAVE","FLP","","","","KF"
843,843,"P","LEEDS","1972-01-19","ELLIOT","CARL",NULL,NULL,"BRIGGS","ELT","KRL","","","BRKS"
844,844,"P","NOTTINGHAM","1963-01-26","LOUISE","ETTE",NULL,NULL,"ULUS","LS","ET","","","ULS"
845,845,"P","LEVEN","1950-01-11","LAWRENCE",NULL,NULL,NULL,"HUNTER","LRNS","","","","HNTR"
846,846,"P","CARDIFF","1956-01-07","COLIN",NULL,NULL,NULL,"CANNING","KLN","","","","KNNK"
847,847,"P","LEEDS","1957-01-27","LORRAINE",NULL,NULL,NULL,"TODD","LRN","","","","TT"
848,848,"P",NULL,"1960-01-04","KEVIN",NULL,NULL,NULL,"NUNNLEY","KFN","","","","NNL"
849,849,"P","DERBY","1962-01-22","PETER","LOUIS",NULL,NULL,"ASHIQ","PTR","LS","","","AXK"
850,850,"P","WST BROMWICH","1931-01-02","JOHN",NULL,NULL,NULL,"ASHWORTH","JN","","","","AXWR"
851,851,"P","OLDHAM","1938-01-28","WILLIAM",NULL,NULL,NULL,"TAYLOR","WLM","","","","TLR"
852,852,"P","GUERNSEY CHAN IS","1974-01-28","LEIGH","TERRY",NULL,NULL,"WILLIAMS","L","TR","","","WLMS"
853,853,"P","NEWTON LE WILLOWS","1948-01-03","JOHN","ALAN",NULL,NULL,"KOURALLIAS","JN","ALN","","","KRLS"
854,854,"P","PORTSMOUTH","1966-01-03","SHAUN",NULL,NULL,NULL,"LARGE","XN","","","","LRJ"
855,855,"P","EIRE","1938-01-19","DAVID","THOMAS",NULL,NULL,"TURNBULL","TFT","0MS","","","TRNB"
856,856,"P","COVENTRY","1959-01-31","PAUL",NULL,NULL,NULL,"DAWSON","PL","","","","TSN"
857,857,"P","BRADFORD","1936-01-25","PATRICIA",NULL,NULL,NULL,"MASTERS","PTRX","","","","MSTR"
858,858,"P","LITTLEHAMPTN",NULL,"JEFFREY","NEIL",NULL,NULL,"SCOTT","JFR","NL","","","SKT"
859,859,"P","KENYA","1957-01-21","RASHAD","HAFIZ",NULL,NULL,"PONTER","RXT","HFS","","","PNTR"
860,860,"P","SCUNTHORPE","1967-01-02","MICHAEL","ROY",NULL,NULL,"BOULD","MXL","R","","","BLT"
861,861,"P","CRIEFF","1963-01-29","ANDREW","SOMMERVILLE",NULL,NULL,"STEWART","ANTR","SMRF","","","STWR"
862,862,"P","ESSEX","1966-01-28","MELANIE","ANGELA",NULL,NULL,"KIDD","MLN","ANJL","","","KT"
863,863,"P","IPSWICH","1965-01-20","MATTHEW",NULL,NULL,NULL,"COPELAND","MT","","","","KPLN"
864,864,"P","BRISTOL","1969-01-12","SHARRON","KIMBERLY",NULL,NULL,"DUNN","XRN","KMBR","","","TN"
865,865,"P","NIGERIA","1955-01-08","EMMANUAL","RAPUSUNDAY",NULL,NULL,"ODIWE","EMNL","RPSN","","","OTW"
866,866,"P","ISLEWORTH","1970-01-13","JOHN","FREDERICK",NULL,NULL,"LAZENBY","JN","FRTR","","","LSNB"
867,867,"P","NIGERIA","1960-01-15","SIMEON","TESIMI",NULL,NULL,"DIEP","SMN","TSM","","","TP"
868,868,"P",NULL,"1948-01-05","BRIAN","ALBERT",NULL,NULL,"BAGHA","BRN","ALBR","","","BK"
869,869,"P","PAKISTAN","1961-01-05","BUSHARA",NULL,NULL,NULL,"HOLROYD","BXR","","","","HLRT"
870,870,"P","HARLOW","1963-01-15","PETER","DAVID",NULL,NULL,"OLDALE","PTR","TFT","","","OLTL"
871,871,"P","BROMLEY","1922-01-29","JOHN","COLIN",NULL,NULL,"MURDOCH","JN","KLN","","","MRTX"
872,872,"P","YORK","1936-01-03","MARGARET","ROSE",NULL,NULL,"BURNEY","MRKR","RS","","","BRN"
873,873,"P","BROMLEY","1949-01-29","WILLIAM",NULL,NULL,NULL,"CHAMBERLAIN","WLM","","","","KMBR"
874,874,"P","BRADFORD/AVN/WTBURY/WILTS","1963-01-23","PAULE","LIBERTY",NULL,NULL,"BRIDGES","PL","LBRT","","","BRJS"
875,875,"P","GUERNSEY C I","1954-01-22","ROBIN",NULL,NULL,NULL,"JENKINS","RBN","","","","JNKN"
876,876,"P","CLWYD","1953-01-23","CAROL","ANN",NULL,NULL,"VERMA","KRL","AN","","","FRM"
877,877,"P","CRAWLEY","1957-01-22","ANTHONY","MICHAEL",NULL,NULL,"FORREST","AN0N","MXL","","","FRST"
878,878,"P","NEATH","1966-01-01","PHILIP","PETER",NULL,NULL,"YOUSEF","FLP","PTR","","","YSF"
879,879,"P","NORTHWICK PARK","1973-01-16","STEPHEN","PAUL",NULL,NULL,"BRADY","STFN","PL","","","BRT"
880,880,"P","LONDON","1949-01-11","ALAN","LESLIE",NULL,NULL,"BELL","ALN","LSL","","","BL"
881,881,"P","CORK EIRE","1932-01-26","MICHAEL","JOSEPH",NULL,NULL,"HURCOMBE","MXL","JSF","","","HRKM"
882,882,"P","HUDDERSFIELD","1975-01-11","ROWENA","LOUISE",NULL,NULL,"GREEN","RWN","LS","","","KRN"
883,883,"P","CROYDON","1944-01-04","ALEX",NULL,NULL,NULL,"RUSSELL","ALKS","","","","RSL"
884,884,"P","LEEDS","1966-01-11","DARREN",NULL,NULL,NULL,"DAWSON","TRN","","","","TSN"
885,885,"P",NULL,"1967-01-02","TONIA",NULL,NULL,NULL,"SURRIDGE","TN","","","","SRJ"
886,886,"P","MORLEY","1944-01-13","JOHN","DUDLEY",NULL,NULL,"COTTERILL","JN","TTL","","","KTRL"
